Name,"Modified Time","Change Time","Access Time","Created Time",Size,"Flags(Dir)","Flags(Meta)",Known,Location,"MD5 Hash","SHA-256 Hash","MIME Type",Extension
rvsezm.exe.new,"2008-04-14 13:00:00 WEST","2013-10-24 15:49:53 WEST","2013-10-24 15:49:53 WEST","2013-10-24 15:45:42 WEST",42574,Unallocated,Allocated,unknown,"/img_image.dd/WINDOWS/system32/dllcache/rvsezm.exe.new",,,application/x-msdownload,new
rwnh.dll,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/dllcache/rwnh.dll",,,application/octet-stream,dll
scardssp.dll.new,"2008-04-14 13:00:00 WEST","2013-10-24 15:49:53 WEST","2013-10-24 15:49:53 WEST","2008-04-14 13:00:00 WEST",118784,Unallocated,Allocated,unknown,"/img_image.dd/WINDOWS/system32/dllcache/scardssp.dll.new",,,application/x-msdownload,new
shfolder.dll,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/dllcache/shfolder.dll",,,application/octet-stream,dll
shrpubw.exe.new,"2008-04-14 13:00:00 WEST","2013-10-24 15:49:54 WEST","2013-10-24 15:49:54 WEST","2008-04-14 13:00:00 WEST",77824,Unallocated,Allocated,unknown,"/img_image.dd/WINDOWS/system32/dllcache/shrpubw.exe.new",,,application/x-msdownload,new
sigverif.exe,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/dllcache/sigverif.exe",,,application/octet-stream,exe
sm93w.dll,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/dllcache/sm93w.dll",,,application/octet-stream,dll
smlogsvc.exe.new,"2008-04-14 13:00:00 WEST","2013-10-24 15:49:56 WEST","2013-10-24 15:49:56 WEST","2008-04-14 13:00:00 WEST",89600,Unallocated,Allocated,unknown,"/img_image.dd/WINDOWS/system32/dllcache/smlogsvc.exe.new",,,application/x-msdownload,new
sndvol32.exe,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/dllcache/sndvol32.exe",,,application/octet-stream,exe
sound.drv,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/dllcache/sound.drv",,,application/octet-stream,drv
sqldb20.dll.new,"2008-04-14 13:00:00 WEST","2013-10-24 15:49:58 WEST","2013-10-24 15:49:58 WEST","2008-04-14 13:00:00 WEST",151552,Unallocated,Allocated,unknown,"/img_image.dd/WINDOWS/system32/dllcache/sqldb20.dll.new",,,application/x-msdownload,new
spra040D.dll,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/dllcache/spra040D.dll",,,application/octet-stream,dll
spra0416.dll.new,"2008-04-14 13:00:00 WEST","2013-10-24 15:50:10 WEST","2013-10-24 15:50:10 WEST","2008-04-14 13:00:00 WEST",192512,Unallocated,Allocated,unknown,"/img_image.dd/WINDOWS/system32/dllcache/spra0416.dll.new",,,application/x-msdownload,new
ssmyst.scr,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/dllcache/ssmyst.scr",,,application/octet-stream,scr
stobject.dll.new,"2008-04-14 13:00:00 WEST","2013-10-24 15:49:58 WEST","2013-10-24 15:49:58 WEST","2008-04-14 13:00:00 WEST",121856,Unallocated,Allocated,unknown,"/img_image.dd/WINDOWS/system32/dllcache/stobject.dll.new",,,application/x-msdownload,new
termsrv.dll,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/dllcache/termsrv.dll",,,application/octet-stream,dll
tracerpt.exe,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/dllcache/tracerpt.exe",,,application/octet-stream,exe
tracert6.exe.new,"2008-04-14 13:00:00 WEST","2013-10-24 15:50:01 WEST","2013-10-24 15:50:01 WEST","2008-04-14 13:00:00 WEST",31744,Unallocated,Allocated,unknown,"/img_image.dd/WINDOWS/system32/dllcache/tracert6.exe.new",,,application/x-msdownload,new
tsprof.exe,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/dllcache/tsprof.exe",,,application/octet-stream,exe
twain_32.dll.new,"2008-04-14 13:00:00 WEST","2013-10-24 15:50:01 WEST","2013-10-24 15:50:01 WEST","2008-04-14 13:00:00 WEST",50688,Unallocated,Allocated,unknown,"/img_image.dd/WINDOWS/system32/dllcache/twain_32.dll.new",,,application/x-msdownload,new
unsecapp.exe.new,"2008-04-14 13:00:00 WEST","2013-10-24 15:50:01 WEST","2013-10-24 15:50:01 WEST","2013-10-24 15:45:04 WEST",16896,Unallocated,Allocated,unknown,"/img_image.dd/WINDOWS/system32/dllcache/unsecapp.exe.new",,,application/x-msdownload,new
utilman.exe.new,"2008-04-14 13:00:00 WEST","2013-10-24 15:50:02 WEST","2013-10-24 15:50:02 WEST","2008-04-14 13:00:00 WEST",50176,Unallocated,Allocated,unknown,"/img_image.dd/WINDOWS/system32/dllcache/utilman.exe.new",,,application/x-msdownload,new
vjoy.dll.new,"2008-04-14 13:00:00 WEST","2013-10-24 15:50:02 WEST","2013-10-24 15:50:02 WEST","2008-04-14 13:00:00 WEST",4608,Unallocated,Allocated,unknown,"/img_image.dd/WINDOWS/system32/dllcache/vjoy.dll.new",,,application/x-msdownload,new
vssapi.dll,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/dllcache/vssapi.dll",,,application/octet-stream,dll
wbemcore.dll.new,"2008-04-14 13:00:00 WEST","2013-10-24 15:50:04 WEST","2013-10-24 15:50:04 WEST","2013-10-24 15:44:31 WEST",531456,Unallocated,Allocated,unknown,"/img_image.dd/WINDOWS/system32/dllcache/wbemcore.dll.new",,,application/x-msdownload,new
wbemsvc.dll,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/dllcache/wbemsvc.dll",,,application/octet-stream,dll
wiadefui.dll.new,"2008-04-14 13:00:00 WEST","2013-10-24 15:50:04 WEST","2013-10-24 15:50:04 WEST","2008-04-14 13:00:00 WEST",463360,Unallocated,Allocated,unknown,"/img_image.dd/WINDOWS/system32/dllcache/wiadefui.dll.new",,,application/x-msdownload,new
wiavideo.dll,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/dllcache/wiavideo.dll",,,application/octet-stream,dll
winhttp.dll.new,"2008-04-14 13:00:00 WEST","2013-10-24 15:50:04 WEST","2013-10-24 15:50:04 WEST","2008-04-14 13:00:00 WEST",354304,Unallocated,Allocated,unknown,"/img_image.dd/WINDOWS/system32/dllcache/winhttp.dll.new",,,application/x-msdownload,new
winmgmt.exe,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/dllcache/winmgmt.exe",,,application/octet-stream,exe
winsta.dll.new,"2008-04-14 13:00:00 WEST","2013-10-24 15:50:05 WEST","2013-10-24 15:50:05 WEST","2008-04-14 13:00:00 WEST",53760,Unallocated,Allocated,unknown,"/img_image.dd/WINDOWS/system32/dllcache/winsta.dll.new",,,application/x-msdownload,new
winver.exe,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/dllcache/winver.exe",,,application/octet-stream,exe
wmiapres.dll.new,"2008-04-14 13:00:00 WEST","2013-10-24 15:50:06 WEST","2013-10-24 15:50:06 WEST","2013-10-24 15:44:32 WEST",6656,Unallocated,Allocated,unknown,"/img_image.dd/WINDOWS/system32/dllcache/wmiapres.dll.new",,,application/x-msdownload,new
wmiaprpl.dll,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/dllcache/wmiaprpl.dll",,,application/octet-stream,dll
wmiscmgr.dll.new,"2008-04-14 13:00:00 WEST","2013-10-24 15:50:06 WEST","2013-10-24 15:50:06 WEST","2008-04-14 13:00:00 WEST",55808,Unallocated,Allocated,unknown,"/img_image.dd/WINDOWS/system32/dllcache/wmiscmgr.dll.new",,,application/x-msdownload,new
wmpdxm.dll.new,"2008-04-14 13:00:00 WEST","2013-10-24 15:50:07 WEST","2013-10-24 15:50:07 WEST","2008-04-14 13:00:00 WEST",233472,Unallocated,Allocated,unknown,"/img_image.dd/WINDOWS/system32/dllcache/wmpdxm.dll.new",,,application/x-msdownload,new
wmplayer.exe,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/dllcache/wmplayer.exe",,,application/octet-stream,exe
wowdeb.exe.new,"2008-04-14 13:00:00 WEST","2013-10-24 15:50:08 WEST","2013-10-24 15:50:08 WEST","2008-04-14 13:00:00 WEST",2736,Unallocated,Allocated,unknown,"/img_image.dd/WINDOWS/system32/dllcache/wowdeb.exe.new",,,application/x-msdownload,new
wowexec.exe,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/dllcache/wowexec.exe",,,application/octet-stream,exe
wshom.ocx.new,"2008-04-14 13:00:00 WEST","2013-10-24 15:50:08 WEST","2013-10-24 15:50:08 WEST","2008-04-14 13:00:00 WEST",135168,Unallocated,Allocated,unknown,"/img_image.dd/WINDOWS/system32/dllcache/wshom.ocx.new",,,application/x-msdownload,new
wshrm.dll,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/dllcache/wshrm.dll",,,application/octet-stream,dll
wuweb.dll.new,"2008-04-14 13:00:00 WEST","2013-10-24 15:50:08 WEST","2013-10-24 15:50:08 WEST","2013-10-24 15:47:18 WEST",120320,Unallocated,Allocated,unknown,"/img_image.dd/WINDOWS/system32/dllcache/wuweb.dll.new",,,application/x-msdownload,new
zonelibm.dll.new,"2008-04-14 13:00:00 WEST","2013-10-24 15:50:17 WEST","2013-10-24 15:50:16 WEST","2013-10-24 15:45:40 WEST",13894,Unallocated,Allocated,unknown,"/img_image.dd/WINDOWS/system32/dllcache/zonelibm.dll.new",,,application/x-msdownload,new
sprb0407.dll.new,"2008-04-14 13:00:00 WEST","2013-10-24 15:50:11 WEST","2013-10-24 15:50:11 WEST","2008-04-14 13:00:00 WEST",788480,Unallocated,Allocated,unknown,"/img_image.dd/WINDOWS/system32/dllcache/sprb0407.dll.new",,,application/x-msdownload,new
sprb0804.dll.new,"2008-04-14 13:00:00 WEST","2013-10-24 15:50:13 WEST","2013-10-24 15:50:13 WEST","2008-04-14 13:00:00 WEST",470016,Unallocated,Allocated,unknown,"/img_image.dd/WINDOWS/system32/dllcache/sprb0804.dll.new",,,application/x-msdownload,new
sprc040b.dll,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/dllcache/sprc040b.dll",,,application/octet-stream,dll
sprc0415.dll.new,"2008-04-14 13:00:00 WEST","2013-10-24 15:50:15 WEST","2013-10-24 15:50:15 WEST","2008-04-14 13:00:00 WEST",641024,Unallocated,Allocated,unknown,"/img_image.dd/WINDOWS/system32/dllcache/sprc0415.dll.new",,,application/x-msdownload,new
stream.sys,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/drivers/stream.sys",,,application/octet-stream,sys
cmmgr32.hlp,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/cmmgr32.hlp",,,application/octet-stream,hlp
dot3api.dll,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/dot3api.dll",,,application/octet-stream,dll
expand.exe,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/expand.exe",,,application/octet-stream,exe
magnify.gif,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/oobe/images/magnify.gif",,,application/octet-stream,gif
ident1.htm,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/oobe/setup/ident1.htm",,,application/octet-stream,htm
pcl.sep,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/pcl.sep",,,application/octet-stream,sep
mqprfsym.h,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/mqprfsym.h",,,application/octet-stream,h
prncnfg.vbs,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/prncnfg.vbs",,,application/octet-stream,vbs
rsvpcnts.h,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/rsvpcnts.h",,,application/octet-stream,h
tapi.dll,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/tapi.dll",,,application/octet-stream,dll
ureg.dll,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/ureg.dll",,,application/octet-stream,dll
"852ECCDBABE77624586E4417FE66F857.mof","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/wbem/AutoRecover/852ECCDBABE77624586E4417FE66F857.mof",,,application/octet-stream,mof
"E04DE4CDFEC284A342159BB920976701.mof","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/wbem/AutoRecover/E04DE4CDFEC284A342159BB920976701.mof",,,application/octet-stream,mof
wiadefui.dll,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/wiadefui.dll",,,application/octet-stream,dll
userdiff.LOG,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/config/userdiff.LOG",,,application/octet-stream,log
crypt32.dll,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/crypt32.dll",,,application/octet-stream,dll
mtstocom.exe,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/mtstocom.exe",,,application/octet-stream,exe
ms26_07.png,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/DirectX/Dinput/ms26_07.png",,,application/octet-stream,png
ms34.png,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/DirectX/Dinput/ms34.png",,,application/octet-stream,png
msf1f_5.png,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/DirectX/Dinput/msf1f_5.png",,,application/octet-stream,png
sv2512.png,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/DirectX/Dinput/sv2512.png",,,application/octet-stream,png
dsound.vxd,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/dsound.vxd",,,application/octet-stream,vxd
dx8vb.dll,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/dx8vb.dll",,,application/octet-stream,dll
msasn1.dll,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/msasn1.dll",,,application/octet-stream,dll
msratelc.dll,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/msratelc.dll",,,application/octet-stream,dll
ShellExt,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/ShellExt",,,application/octet-stream,
ssstars.scr,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/ssstars.scr",,,application/octet-stream,scr
usrcntra.dll,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/usrcntra.dll",,,application/octet-stream,dll
wuauclt1.exe,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/wuauclt1.exe",,,application/octet-stream,exe
edb00010.log,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/CatRoot2/edb00010.log",,,application/octet-stream,log
tmp.edb,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/CatRoot2/tmp.edb",,,application/octet-stream,edb
tmp.edb,"2013-10-28 17:24:45 WET","2013-10-28 17:24:45 WET","2013-10-28 17:24:45 WET","2013-10-28 17:24:45 WET",1056768,Unallocated,Unallocated,unknown,"/img_image.dd/WINDOWS/system32/CatRoot2/tmp.edb",,,application/octet-stream,edb
mtsadmin.tlb,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/system32/Com/mtsadmin.tlb",,,application/octet-stream,tlb
"x86_Microsoft.Windows.GdiPlus_6595b64144ccf1df_1.0.2600.5512_x-ww_dfb54e0c","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/WinSxS/x86_Microsoft.Windows.GdiPlus_6595b64144ccf1df_1.0.2600.5512_x-ww_dfb54e0c",,,application/octet-stream,
serf1257.fon,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/Fonts/serf1257.fon",,,application/octet-stream,fon
vga863.fon,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/Fonts/vga863.fon",,,application/octet-stream,fon
agt041d.hlp,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/Help/agt041d.hlp",,,application/octet-stream,hlp
img136.jpg,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/Help/Tours/htmlTour/img136.jpg",,,application/octet-stream,jpg
nav_safe_easy.gif,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/Help/Tours/htmlTour/nav_safe_easy.gif",,,application/octet-stream,gif
osk.chm,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/Help/osk.chm",,,application/octet-stream,chm
appmig.inf,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/inf/appmig.inf",,,application/octet-stream,inf
cyyport.PNF,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/inf/cyyport.PNF",,,application/octet-stream,pnf
mdmmod.PNF,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/inf/mdmmod.PNF",,,application/octet-stream,pnf
netpsa.PNF,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/inf/netpsa.PNF",,,application/octet-stream,pnf
skins.PNF,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/inf/skins.PNF",,,application/octet-stream,pnf
wdma_rip.inf,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/inf/wdma_rip.inf",,,application/octet-stream,inf
wtv3.inf,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_image.dd/WINDOWS/inf/wtv3.inf",,,,inf
